perfs
https://scholar.google.com/citations?hl=pt-BR&user=YacWKP4AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=6LfKvEoAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=PVf06hcAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=YT0CGUkAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=zlwsh-4AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=D0YNT-sAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=CcchZ4AAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=S0MWvasAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=7V_MGNkAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=fRsFj5sAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=epaqYSYAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=qlrK5TQAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=4XtVcisAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=5v-s6BIAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=HmyXs8IAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=GuddS2wAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=WvUSonYAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=0tE2DXsAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=J07qKHMAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=dWZ6k_IAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=r--UX4kAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=rRs4Y88AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=8yeQ2qgAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=xGAAl8gAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=ZK_lcO0AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=MTpNEGAAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=QQ9jXIcAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=1C24A6oAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=T2V5wMcAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=n-JYLTYAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=LT1WwyQAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=wFHJjuAAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=I565yJYAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=MTzOSvgH9i8C
https://scholar.google.com/citations?hl=pt-BR&user=b_PB9zAAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=zVyF0BIAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=9KYFS40AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=1ci-j64AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=a0RrCeIAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=cBiPMZYAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=6l4Kl0MAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=YacWKP4AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=l5GX84MAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=l5zFTvYAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=3pYUu6MAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=BLFhnCMAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=vToZXF0AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=SkVfSlIAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=4_saca0AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=7ZBbdOMAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=lso77mYAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=usTD2eoAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=s9Ie2ioAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=steCRC0AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=HkKKZXAAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=3bUIBx4AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=W-nKEIwAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=UQ6pE5sAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=1KzgWSEAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=y3vBWoUAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=ifWGKwUAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=a82KkQkAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=HvxITUcAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=8vcdYEEAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=U6aBso4AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=wFbkllEAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=63jaAZQAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=jX5a_NcAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=Ts-YXQsAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=fulR92AAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=Y6f0SvkAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=JqHCJj0AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=gW0LEIMAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=NK-fS6sAAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=B4rJe88AAAAJ
https://scholar.google.com/citations?hl=pt-BR&user=71XiA4oAAAAJ
